"strategy","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","vaccine_uptake","relax_strategies","unmitigated_reproduction_rate","effect","change_in_HALYs","type"
"Loose Suppression",75,75,60,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,75,60,0,3.125,"Depression",-139.68,"Morbidity"
"Loose Suppression",75,75,60,0,3.75,"Depression",-318.06,"Morbidity"
"Loose Suppression",75,75,60,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,75,60,1,3.125,"Depression",-102.23,"Morbidity"
"Loose Suppression",75,75,60,1,3.75,"Depression",-309.43,"Morbidity"
"Loose Suppression",75,90,60,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,90,60,0,3.125,"Depression",-120.82,"Morbidity"
"Loose Suppression",75,90,60,0,3.75,"Depression",-254.95,"Morbidity"
"Loose Suppression",75,90,60,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,90,60,1,3.125,"Depression",-83.27,"Morbidity"
"Loose Suppression",75,90,60,1,3.75,"Depression",-248.36,"Morbidity"
"Loose Suppression",90,50,60,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,50,60,0,3.125,"Depression",-141.84,"Morbidity"
"Loose Suppression",90,50,60,0,3.75,"Depression",-348.17,"Morbidity"
"Loose Suppression",90,50,60,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,50,60,1,3.125,"Depression",-113.71,"Morbidity"
"Loose Suppression",90,50,60,1,3.75,"Depression",-338.77,"Morbidity"
"Loose Suppression",90,75,60,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,75,60,0,3.125,"Depression",-100.04,"Morbidity"
"Loose Suppression",90,75,60,0,3.75,"Depression",-262.97,"Morbidity"
"Loose Suppression",90,75,60,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,75,60,1,3.125,"Depression",-70.36,"Morbidity"
"Loose Suppression",90,75,60,1,3.75,"Depression",-271.05,"Morbidity"
"Loose Suppression",90,90,60,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,90,60,0,3.125,"Depression",-74.59,"Morbidity"
"Loose Suppression",90,90,60,0,3.75,"Depression",-212.3,"Morbidity"
"Loose Suppression",90,90,60,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,90,60,1,3.125,"Depression",-48.93,"Morbidity"
"Loose Suppression",90,90,60,1,3.75,"Depression",-211.92,"Morbidity"
"Loose Suppression",50,50,75,0,2.5,"Depression",-0.97,"Morbidity"
"Loose Suppression",50,50,75,0,3.125,"Depression",-202.69,"Morbidity"
"Loose Suppression",50,50,75,0,3.75,"Depression",-386.83,"Morbidity"
"Loose Suppression",50,50,75,1,2.5,"Depression",-0.83,"Morbidity"
"Loose Suppression",50,50,75,1,3.125,"Depression",-161.49,"Morbidity"
"Loose Suppression",50,50,75,1,3.75,"Depression",-363.78,"Morbidity"
"Loose Suppression",50,75,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,75,75,0,3.125,"Depression",-156.9,"Morbidity"
"Loose Suppression",50,75,75,0,3.75,"Depression",-318.36,"Morbidity"
"Loose Suppression",50,75,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,75,75,1,3.125,"Depression",-113.83,"Morbidity"
"Loose Suppression",50,75,75,1,3.75,"Depression",-293.76,"Morbidity"
"Loose Suppression",50,90,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,90,75,0,3.125,"Depression",-137.47,"Morbidity"
"Loose Suppression",50,90,75,0,3.75,"Depression",-239.63,"Morbidity"
"Loose Suppression",50,90,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,90,75,1,3.125,"Depression",-96.63,"Morbidity"
"Loose Suppression",50,90,75,1,3.75,"Depression",-234.2,"Morbidity"
"Loose Suppression",75,50,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,50,75,0,3.125,"Depression",-137.6,"Morbidity"
"Loose Suppression",75,50,75,0,3.75,"Depression",-349.24,"Morbidity"
"Loose Suppression",75,50,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,50,75,1,3.125,"Depression",-99.28,"Morbidity"
"Loose Suppression",75,50,75,1,3.75,"Depression",-324.56,"Morbidity"
"Loose Suppression",75,75,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,75,75,0,3.125,"Depression",-97.88,"Morbidity"
"Loose Suppression",75,75,75,0,3.75,"Depression",-241.68,"Morbidity"
"Loose Suppression",75,75,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,75,75,1,3.125,"Depression",-68.05,"Morbidity"
"Loose Suppression",75,75,75,1,3.75,"Depression",-237.31,"Morbidity"
"Loose Suppression",75,90,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,90,75,0,3.125,"Depression",-75.81,"Morbidity"
"Loose Suppression",75,90,75,0,3.75,"Depression",-204.28,"Morbidity"
"Loose Suppression",75,90,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,90,75,1,3.125,"Depression",-50.18,"Morbidity"
"Loose Suppression",75,90,75,1,3.75,"Depression",-189.47,"Morbidity"
"Loose Suppression",90,50,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,50,75,0,3.125,"Depression",-72.9,"Morbidity"
"Loose Suppression",90,50,75,0,3.75,"Depression",-287.36,"Morbidity"
"Loose Suppression",90,50,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,50,75,1,3.125,"Depression",-50.39,"Morbidity"
"Loose Suppression",90,50,75,1,3.75,"Depression",-277.24,"Morbidity"
"Loose Suppression",90,75,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,75,75,0,3.125,"Depression",-46.47,"Morbidity"
"Loose Suppression",90,75,75,0,3.75,"Depression",-215.21,"Morbidity"
"Loose Suppression",90,75,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,75,75,1,3.125,"Depression",-28.87,"Morbidity"
"Loose Suppression",90,75,75,1,3.75,"Depression",-194.9,"Morbidity"
"Loose Suppression",90,90,75,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,90,75,0,3.125,"Depression",-32.23,"Morbidity"
"Loose Suppression",90,90,75,0,3.75,"Depression",-189.43,"Morbidity"
"Loose Suppression",90,90,75,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,90,75,1,3.125,"Depression",-21.78,"Morbidity"
"Loose Suppression",90,90,75,1,3.75,"Depression",-178.14,"Morbidity"
"Loose Suppression",50,50,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,50,90,0,3.125,"Depression",-157.59,"Morbidity"
"Loose Suppression",50,50,90,0,3.75,"Depression",-352.13,"Morbidity"
"Loose Suppression",50,50,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,50,90,1,3.125,"Depression",-125.6,"Morbidity"
"Loose Suppression",50,50,90,1,3.75,"Depression",-345.39,"Morbidity"
"Loose Suppression",50,75,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,75,90,0,3.125,"Depression",-122.63,"Morbidity"
"Loose Suppression",50,75,90,0,3.75,"Depression",-227.83,"Morbidity"
"Loose Suppression",50,75,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,75,90,1,3.125,"Depression",-87.26,"Morbidity"
"Loose Suppression",50,75,90,1,3.75,"Depression",-241.64,"Morbidity"
"Loose Suppression",50,90,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,90,90,0,3.125,"Depression",-95.41,"Morbidity"
"Loose Suppression",50,90,90,0,3.75,"Depression",-195.13,"Morbidity"
"Loose Suppression",50,90,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",50,90,90,1,3.125,"Depression",-67.34,"Morbidity"
"Loose Suppression",50,90,90,1,3.75,"Depression",-198.99,"Morbidity"
"Loose Suppression",75,50,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,50,90,0,3.125,"Depression",-83.08,"Morbidity"
"Loose Suppression",75,50,90,0,3.75,"Depression",-281.34,"Morbidity"
"Loose Suppression",75,50,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,50,90,1,3.125,"Depression",-59.35,"Morbidity"
"Loose Suppression",75,50,90,1,3.75,"Depression",-264.09,"Morbidity"
"Loose Suppression",75,75,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,75,90,0,3.125,"Depression",-64.22,"Morbidity"
"Loose Suppression",75,75,90,0,3.75,"Depression",-190.9,"Morbidity"
"Loose Suppression",75,75,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,75,90,1,3.125,"Depression",-30.56,"Morbidity"
"Loose Suppression",75,75,90,1,3.75,"Depression",-187.58,"Morbidity"
"Loose Suppression",75,90,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,90,90,0,3.125,"Depression",-43.26,"Morbidity"
"Loose Suppression",75,90,90,0,3.75,"Depression",-189.25,"Morbidity"
"Loose Suppression",75,90,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",75,90,90,1,3.125,"Depression",-26.72,"Morbidity"
"Loose Suppression",75,90,90,1,3.75,"Depression",-174.11,"Morbidity"
"Loose Suppression",90,50,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,50,90,0,3.125,"Depression",-17.65,"Morbidity"
"Loose Suppression",90,50,90,0,3.75,"Depression",-221.65,"Morbidity"
"Loose Suppression",90,50,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,50,90,1,3.125,"Depression",-15.74,"Morbidity"
"Loose Suppression",90,50,90,1,3.75,"Depression",-197.22,"Morbidity"
"Loose Suppression",90,75,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,75,90,0,3.125,"Depression",-16.81,"Morbidity"
"Loose Suppression",90,75,90,0,3.75,"Depression",-181.54,"Morbidity"
"Loose Suppression",90,75,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,75,90,1,3.125,"Depression",-9.25,"Morbidity"
"Loose Suppression",90,75,90,1,3.75,"Depression",-161.41,"Morbidity"
"Loose Suppression",90,90,90,0,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,90,90,0,3.125,"Depression",-11.6,"Morbidity"
"Loose Suppression",90,90,90,0,3.75,"Depression",-171.86,"Morbidity"
"Loose Suppression",90,90,90,1,2.5,"Depression",0,"Morbidity"
"Loose Suppression",90,90,90,1,3.125,"Depression",-5.1,"Morbidity"
"Loose Suppression",90,90,90,1,3.75,"Depression",-155.22,"Morbidity"
"Aggressive Elimination",50,50,60,0,2.5,"Self-Harm",-5.08,"Morbidity"
"Aggressive Elimination",50,50,60,0,3.125,"Self-Harm",-7.99,"Morbidity"
"Aggressive Elimination",50,50,60,0,3.75,"Self-Harm",-11.82,"Morbidity"
"Aggressive Elimination",50,50,60,1,2.5,"Self-Harm",-1.3,"Morbidity"
"Aggressive Elimination",50,50,60,1,3.125,"Self-Harm",-3.09,"Morbidity"
"Aggressive Elimination",50,50,60,1,3.75,"Self-Harm",-7.62,"Morbidity"
"Aggressive Elimination",50,75,60,0,2.5,"Self-Harm",-4.7,"Morbidity"
"Aggressive Elimination",50,75,60,0,3.125,"Self-Harm",-7.49,"Morbidity"
"Aggressive Elimination",50,75,60,0,3.75,"Self-Harm",-11.52,"Morbidity"
"Aggressive Elimination",50,75,60,1,2.5,"Self-Harm",-1.27,"Morbidity"
"Aggressive Elimination",50,75,60,1,3.125,"Self-Harm",-2.76,"Morbidity"
"Aggressive Elimination",50,75,60,1,3.75,"Self-Harm",-6.55,"Morbidity"
"Aggressive Elimination",50,90,60,0,2.5,"Self-Harm",-4.2,"Morbidity"
"Aggressive Elimination",50,90,60,0,3.125,"Self-Harm",-7.1,"Morbidity"
"Aggressive Elimination",50,90,60,0,3.75,"Self-Harm",-11.21,"Morbidity"
"Aggressive Elimination",50,90,60,1,2.5,"Self-Harm",-1.24,"Morbidity"
"Aggressive Elimination",50,90,60,1,3.125,"Self-Harm",-2.63,"Morbidity"
"Aggressive Elimination",50,90,60,1,3.75,"Self-Harm",-6.12,"Morbidity"
"Aggressive Elimination",75,50,60,0,2.5,"Self-Harm",-4.88,"Morbidity"
"Aggressive Elimination",75,50,60,0,3.125,"Self-Harm",-7.13,"Morbidity"
"Aggressive Elimination",75,50,60,0,3.75,"Self-Harm",-11.24,"Morbidity"
"Aggressive Elimination",75,50,60,1,2.5,"Self-Harm",-1.25,"Morbidity"
"Aggressive Elimination",75,50,60,1,3.125,"Self-Harm",-2.4,"Morbidity"
"Aggressive Elimination",75,50,60,1,3.75,"Self-Harm",-6.65,"Morbidity"
"Aggressive Elimination",75,75,60,0,2.5,"Self-Harm",-4.46,"Morbidity"
"Aggressive Elimination",75,75,60,0,3.125,"Self-Harm",-6.48,"Morbidity"
"Aggressive Elimination",75,75,60,0,3.75,"Self-Harm",-10.63,"Morbidity"
"Aggressive Elimination",75,75,60,1,2.5,"Self-Harm",-1.24,"Morbidity"
"Aggressive Elimination",75,75,60,1,3.125,"Self-Harm",-2.31,"Morbidity"
"Aggressive Elimination",75,75,60,1,3.75,"Self-Harm",-5.75,"Morbidity"
"Aggressive Elimination",75,90,60,0,2.5,"Self-Harm",-3.94,"Morbidity"
"Aggressive Elimination",75,90,60,0,3.125,"Self-Harm",-6.04,"Morbidity"
"Aggressive Elimination",75,90,60,0,3.75,"Self-Harm",-10.24,"Morbidity"
"Aggressive Elimination",75,90,60,1,2.5,"Self-Harm",-1.24,"Morbidity"
"Aggressive Elimination",75,90,60,1,3.125,"Self-Harm",-2.27,"Morbidity"
"Aggressive Elimination",75,90,60,1,3.75,"Self-Harm",-5.31,"Morbidity"
"Aggressive Elimination",90,50,60,0,2.5,"Self-Harm",-4.45,"Morbidity"
"Aggressive Elimination",90,50,60,0,3.125,"Self-Harm",-6.67,"Morbidity"
"Aggressive Elimination",90,50,60,0,3.75,"Self-Harm",-10.6,"Morbidity"
"Aggressive Elimination",90,50,60,1,2.5,"Self-Harm",-1.2,"Morbidity"
"Aggressive Elimination",90,50,60,1,3.125,"Self-Harm",-2.17,"Morbidity"
"Aggressive Elimination",90,50,60,1,3.75,"Self-Harm",-5.51,"Morbidity"
"Aggressive Elimination",90,75,60,0,2.5,"Self-Harm",-4.12,"Morbidity"
"Aggressive Elimination",90,75,60,0,3.125,"Self-Harm",-6.13,"Morbidity"
"Aggressive Elimination",90,75,60,0,3.75,"Self-Harm",-10.11,"Morbidity"
"Aggressive Elimination",90,75,60,1,2.5,"Self-Harm",-1.19,"Morbidity"
"Aggressive Elimination",90,75,60,1,3.125,"Self-Harm",-2.15,"Morbidity"
"Aggressive Elimination",90,75,60,1,3.75,"Self-Harm",-4.88,"Morbidity"
"Aggressive Elimination",90,90,60,0,2.5,"Self-Harm",-3.63,"Morbidity"
"Aggressive Elimination",90,90,60,0,3.125,"Self-Harm",-5.66,"Morbidity"
"Aggressive Elimination",90,90,60,0,3.75,"Self-Harm",-9.42,"Morbidity"
"Aggressive Elimination",90,90,60,1,2.5,"Self-Harm",-1.2,"Morbidity"
"Aggressive Elimination",90,90,60,1,3.125,"Self-Harm",-2.11,"Morbidity"
"Aggressive Elimination",90,90,60,1,3.75,"Self-Harm",-4.72,"Morbidity"
"Aggressive Elimination",50,50,75,0,2.5,"Self-Harm",-4.84,"Morbidity"
"Aggressive Elimination",50,50,75,0,3.125,"Self-Harm",-7.55,"Morbidity"
"Aggressive Elimination",50,50,75,0,3.75,"Self-Harm",-11.15,"Morbidity"
"Aggressive Elimination",50,50,75,1,2.5,"Self-Harm",-1.24,"Morbidity"
"Aggressive Elimination",50,50,75,1,3.125,"Self-Harm",-2.64,"Morbidity"
"Aggressive Elimination",50,50,75,1,3.75,"Self-Harm",-6.98,"Morbidity"
"Aggressive Elimination",50,75,75,0,2.5,"Self-Harm",-4.34,"Morbidity"
"Aggressive Elimination",50,75,75,0,3.125,"Self-Harm",-7.02,"Morbidity"
"Aggressive Elimination",50,75,75,0,3.75,"Self-Harm",-10.69,"Morbidity"
"Aggressive Elimination",50,75,75,1,2.5,"Self-Harm",-1.24,"Morbidity"
"Aggressive Elimination",50,75,75,1,3.125,"Self-Harm",-2.48,"Morbidity"
"Aggressive Elimination",50,75,75,1,3.75,"Self-Harm",-5.84,"Morbidity"
"Aggressive Elimination",50,90,75,0,2.5,"Self-Harm",-3.89,"Morbidity"
"Aggressive Elimination",50,90,75,0,3.125,"Self-Harm",-6.21,"Morbidity"
"Aggressive Elimination",50,90,75,0,3.75,"Self-Harm",-10.09,"Morbidity"
"Aggressive Elimination",50,90,75,1,2.5,"Self-Harm",-1.23,"Morbidity"
"Aggressive Elimination",50,90,75,1,3.125,"Self-Harm",-2.53,"Morbidity"
"Aggressive Elimination",50,90,75,1,3.75,"Self-Harm",-5.47,"Morbidity"
"Aggressive Elimination",75,50,75,0,2.5,"Self-Harm",-4.62,"Morbidity"
"Aggressive Elimination",75,50,75,0,3.125,"Self-Harm",-6.71,"Morbidity"
"Aggressive Elimination",75,50,75,0,3.75,"Self-Harm",-10.09,"Morbidity"
"Aggressive Elimination",75,50,75,1,2.5,"Self-Harm",-1.2,"Morbidity"
"Aggressive Elimination",75,50,75,1,3.125,"Self-Harm",-2.21,"Morbidity"
"Aggressive Elimination",75,50,75,1,3.75,"Self-Harm",-5.32,"Morbidity"
"Aggressive Elimination",75,75,75,0,2.5,"Self-Harm",-3.98,"Morbidity"
"Aggressive Elimination",75,75,75,0,3.125,"Self-Harm",-6.01,"Morbidity"
"Aggressive Elimination",75,75,75,0,3.75,"Self-Harm",-9.45,"Morbidity"
"Aggressive Elimination",75,75,75,1,2.5,"Self-Harm",-1.19,"Morbidity"
"Aggressive Elimination",75,75,75,1,3.125,"Self-Harm",-2.18,"Morbidity"
"Aggressive Elimination",75,75,75,1,3.75,"Self-Harm",-4.69,"Morbidity"
"Aggressive Elimination",75,90,75,0,2.5,"Self-Harm",-3.58,"Morbidity"
"Aggressive Elimination",75,90,75,0,3.125,"Self-Harm",-5.42,"Morbidity"
"Aggressive Elimination",75,90,75,0,3.75,"Self-Harm",-8.74,"Morbidity"
"Aggressive Elimination",75,90,75,1,2.5,"Self-Harm",-1.2,"Morbidity"
"Aggressive Elimination",75,90,75,1,3.125,"Self-Harm",-2.17,"Morbidity"
"Aggressive Elimination",75,90,75,1,3.75,"Self-Harm",-4.39,"Morbidity"
"Aggressive Elimination",90,50,75,0,2.5,"Self-Harm",-4.12,"Morbidity"
"Aggressive Elimination",90,50,75,0,3.125,"Self-Harm",-6.02,"Morbidity"
"Aggressive Elimination",90,50,75,0,3.75,"Self-Harm",-9.56,"Morbidity"
"Aggressive Elimination",90,50,75,1,2.5,"Self-Harm",-1.18,"Morbidity"
"Aggressive Elimination",90,50,75,1,3.125,"Self-Harm",-2.05,"Morbidity"
"Aggressive Elimination",90,50,75,1,3.75,"Self-Harm",-4.53,"Morbidity"
"Aggressive Elimination",90,75,75,0,2.5,"Self-Harm",-3.6,"Morbidity"
"Aggressive Elimination",90,75,75,0,3.125,"Self-Harm",-5.4,"Morbidity"
"Aggressive Elimination",90,75,75,0,3.75,"Self-Harm",-8.87,"Morbidity"
"Aggressive Elimination",90,75,75,1,2.5,"Self-Harm",-1.18,"Morbidity"
"Aggressive Elimination",90,75,75,1,3.125,"Self-Harm",-2.01,"Morbidity"
"Aggressive Elimination",90,75,75,1,3.75,"Self-Harm",-4.27,"Morbidity"
"Aggressive Elimination",90,90,75,0,2.5,"Self-Harm",-3.16,"Morbidity"
"Aggressive Elimination",90,90,75,0,3.125,"Self-Harm",-4.8,"Morbidity"
"Aggressive Elimination",90,90,75,0,3.75,"Self-Harm",-8.01,"Morbidity"
"Aggressive Elimination",90,90,75,1,2.5,"Self-Harm",-1.19,"Morbidity"
"Aggressive Elimination",90,90,75,1,3.125,"Self-Harm",-2.03,"Morbidity"
"Aggressive Elimination",90,90,75,1,3.75,"Self-Harm",-4.16,"Morbidity"
"Aggressive Elimination",50,50,90,0,2.5,"Self-Harm",-4.58,"Morbidity"
"Aggressive Elimination",50,50,90,0,3.125,"Self-Harm",-6.75,"Morbidity"
"Aggressive Elimination",50,50,90,0,3.75,"Self-Harm",-11.18,"Morbidity"
"Aggressive Elimination",50,50,90,1,2.5,"Self-Harm",-1.22,"Morbidity"
"Aggressive Elimination",50,50,90,1,3.125,"Self-Harm",-2.39,"Morbidity"
"Aggressive Elimination",50,50,90,1,3.75,"Self-Harm",-6.08,"Morbidity"
"Aggressive Elimination",50,75,90,0,2.5,"Self-Harm",-4.07,"Morbidity"
"Aggressive Elimination",50,75,90,0,3.125,"Self-Harm",-6.04,"Morbidity"
"Aggressive Elimination",50,75,90,0,3.75,"Self-Harm",-10.21,"Morbidity"
"Aggressive Elimination",50,75,90,1,2.5,"Self-Harm",-1.23,"Morbidity"
"Aggressive Elimination",50,75,90,1,3.125,"Self-Harm",-2.39,"Morbidity"
"Aggressive Elimination",50,75,90,1,3.75,"Self-Harm",-5.31,"Morbidity"
"Aggressive Elimination",50,90,90,0,2.5,"Self-Harm",-3.48,"Morbidity"
"Aggressive Elimination",50,90,90,0,3.125,"Self-Harm",-5.45,"Morbidity"
"Aggressive Elimination",50,90,90,0,3.75,"Self-Harm",-9.42,"Morbidity"
"Aggressive Elimination",50,90,90,1,2.5,"Self-Harm",-1.24,"Morbidity"
"Aggressive Elimination",50,90,90,1,3.125,"Self-Harm",-2.26,"Morbidity"
"Aggressive Elimination",50,90,90,1,3.75,"Self-Harm",-5.05,"Morbidity"
"Aggressive Elimination",75,50,90,0,2.5,"Self-Harm",-4.03,"Morbidity"
"Aggressive Elimination",75,50,90,0,3.125,"Self-Harm",-6.36,"Morbidity"
"Aggressive Elimination",75,50,90,0,3.75,"Self-Harm",-9.73,"Morbidity"
"Aggressive Elimination",75,50,90,1,2.5,"Self-Harm",-1.19,"Morbidity"
"Aggressive Elimination",75,50,90,1,3.125,"Self-Harm",-2.08,"Morbidity"
"Aggressive Elimination",75,50,90,1,3.75,"Self-Harm",-4.83,"Morbidity"
"Aggressive Elimination",75,75,90,0,2.5,"Self-Harm",-3.55,"Morbidity"
"Aggressive Elimination",75,75,90,0,3.125,"Self-Harm",-5.55,"Morbidity"
"Aggressive Elimination",75,75,90,0,3.75,"Self-Harm",-8.84,"Morbidity"
"Aggressive Elimination",75,75,90,1,2.5,"Self-Harm",-1.19,"Morbidity"
"Aggressive Elimination",75,75,90,1,3.125,"Self-Harm",-2.05,"Morbidity"
"Aggressive Elimination",75,75,90,1,3.75,"Self-Harm",-4.47,"Morbidity"
"Aggressive Elimination",75,90,90,0,2.5,"Self-Harm",-2.84,"Morbidity"
"Aggressive Elimination",75,90,90,0,3.125,"Self-Harm",-4.73,"Morbidity"
"Aggressive Elimination",75,90,90,0,3.75,"Self-Harm",-7.97,"Morbidity"
"Aggressive Elimination",75,90,90,1,2.5,"Self-Harm",-1.2,"Morbidity"
"Aggressive Elimination",75,90,90,1,3.125,"Self-Harm",-2.04,"Morbidity"
"Aggressive Elimination",75,90,90,1,3.75,"Self-Harm",-4.37,"Morbidity"
"Aggressive Elimination",90,50,90,0,2.5,"Self-Harm",-3.75,"Morbidity"
"Aggressive Elimination",90,50,90,0,3.125,"Self-Harm",-5.45,"Morbidity"
"Aggressive Elimination",90,50,90,0,3.75,"Self-Harm",-8.66,"Morbidity"
"Aggressive Elimination",90,50,90,1,2.5,"Self-Harm",-1.16,"Morbidity"
"Aggressive Elimination",90,50,90,1,3.125,"Self-Harm",-1.92,"Morbidity"
"Aggressive Elimination",90,50,90,1,3.75,"Self-Harm",-3.93,"Morbidity"
"Aggressive Elimination",90,75,90,0,2.5,"Self-Harm",-3.19,"Morbidity"
"Aggressive Elimination",90,75,90,0,3.125,"Self-Harm",-4.77,"Morbidity"
"Aggressive Elimination",90,75,90,0,3.75,"Self-Harm",-7.84,"Morbidity"
"Aggressive Elimination",90,75,90,1,2.5,"Self-Harm",-1.16,"Morbidity"
"Aggressive Elimination",90,75,90,1,3.125,"Self-Harm",-1.94,"Morbidity"
"Aggressive Elimination",90,75,90,1,3.75,"Self-Harm",-3.82,"Morbidity"
"Aggressive Elimination",90,90,90,0,2.5,"Self-Harm",-2.62,"Morbidity"
"Aggressive Elimination",90,90,90,0,3.125,"Self-Harm",-3.96,"Morbidity"
"Aggressive Elimination",90,90,90,0,3.75,"Self-Harm",-6.91,"Morbidity"
